HEX , NAME
009B2F58 , Sharp Splitleaf Greatsword
009B2FBC , Refined Splitleaf Greatsword
009B3020 , Simple Splitleaf Greatsword
009B3084 , Crystal Splitleaf Greatsword
009B30E8 , Fire Splitleaf Greatsword
009B314C , Chaos Splitleaf Greatsword
009B31B0 , Lightning Splitleaf Greatsword
009B3214 , Deep Splitleaf Greatsword
009B3278 , Dark Splitleaf Greatsword
009B32DC , Poison Splitleaf Greatsword
009B3340 , Blood Splitleaf Greatsword
009B33A4 , Raw Splitleaf Greatsword
009B3408 , Blessed Splitleaf Greatsword
009B346C , Hollow Splitleaf Greatsword
00CCC5E0 , Murky Longstaff
00CCECF0 , Sacred Chime of Filianore
00CD1400 , Preacher's Right Arm
00D77440 , White Tree Bow
00D885B0 , Repeating Crossbow
00F5F8C0 , Great Door Twinshields
00F5F924 , Heavy Great Door Twinshields
00F5F988 , Sharp Great Door Twinshields
00F5F9EC , Refined Great Door Twinshields
00F5FA50 , Simple Great Door Twinshields
00F5FAB4 , Crystal Great Door Twinshields
00F5FB18 , Fire Great Door Twinshields
00F5FB7C , Chaos Great Door Twinshields
00F5FBE0 , Lightning Great Door Twinshields
00F5FC44 , Deep Great Door Twinshields
00F5FCA8 , Dark Great Door Twinshields
00F5FD0C , Poison Great Door Twinshields
00F5FD70 , Blood Great Door Twinshields
00F5FDD4 , Raw Great Door Twinshields
00F5FE38 , Blessed Great Door Twinshields
00F5FE9C , Hollow Great Door Twinshields
00F69500 , Ringed Knight Paired Greatswords
0135E7F0 , Dragonhead Shield
01452A30 , Dragonhead Greatshield
